,index,Date,Max Air Temp (F),Avg Air Temp (F),Min Air Temp (F),Max Dew Point (F),Avg Dew Point (F),Min Dew Point (F),Max Rel Hum (%),Avg Rel Hum (%),Min Rel Hum (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Precip (in)
1268,22.0,22,56,52.1,50,54,51.4,49,100,97.2,89,15,11.1,3,30.1,30.0,30.0,0.09
1269,23.0,23,59,54.7,50,54,51.2,48,100,88.4,74,10,5.9,0,30.0,29.9,29.9,0.25
1270,24.0,24,60,55.0,0,54,51.2,0,100,85.2,0,10,4.6,0,30.0,29.9,29.9,0.00
1271,25.0,25,60,57.0,53,54,52.0,50,93,83.6,78,16,9.1,0,30.1,30.1,30.0,0.00
1272,26.0,26,60,54.9,50,52,49.7,47,96,83.6,67,23,10.0,0,30.1,30.1,30.1,0.00
1273,27.0,27,58,51.4,46,48,46.5,45,96,84.0,69,30,12.4,0,30.1,30.1,30.0,0.00
1274,28.0,28,58,53.0,49,48,46.8,45,93,80.2,70,30,15.1,0,30.0,29.9,29.9,0.00
1275,29.0,29,58,53.6,47,52,49.1,46,97,85.0,72,18,10.1,0,30.1,30.0,30.0,0.00
1276,30.0,30,59,53.6,46,53,49.1,45,100,85.4,72,21,7.4,0,30.0,30.0,29.9,0.00
1277,31.0,31,60,54.7,47,52,49.6,45,100,83.8,72,14,6.3,0,29.9,29.9,29.8,0.00
1278,1.0,1,61,52.9,47,54,50.6,47,100,92.4,78,14,5.1,0,30.0,29.9,29.8,0.00
1279,2.0,2,60,55.0,51,56,53.1,51,100,93.5,83,14,7.8,0,30.1,30.0,30.0,0.00
1280,3.0,3,61,55.5,51,56,53.5,51,100,93.0,78,13,6.4,0,30.1,30.0,29.9,0.00
1281,4.0,4,61,56.4,54,56,54.7,53,100,94.3,77,13,6.1,0,29.9,29.9,29.8,0.00
1282,5.0,5,61,56.3,53,57,54.9,53,100,95.3,87,12,6.6,0,29.9,29.9,29.8,0.00
1283,6.0,6,61,56.3,54,56,54.6,53,100,94.3,81,23,8.5,0,29.8,29.7,29.6,0.00
1284,7.0,7,60,55.6,53,56,54.2,52,100,95.3,83,15,8.2,3,29.9,29.8,29.8,0.00
1285,8.0,8,59,55.8,53,57,54.9,52,100,96.8,90,16,11.1,0,29.9,29.9,29.9,0.00
1286,9.0,9,61,55.4,51,55,53.2,51,100,92.4,72,8,5.0,0,30.0,29.9,29.9,0.01
1287,10.0,10,62,56.7,50,54,50.9,49,96,81.4,70,16,10.2,0,30.1,30.1,30.0,0.00
1288,11.0,11,60,55.8,51,51,48.6,47,89,76.8,69,28,17.2,9,30.1,30.1,30.0,0.00
1289,12.0,12,60,54.9,50,51,48.3,46,89,78.6,69,21,12.4,7,30.0,30.0,30.0,0.00
1290,13.0,13,60,54.3,48,53,50.1,46,96,86.0,75,13,5.1,0,30.1,30.1,30.1,0.00
1291,14.0,14,60,54.8,50,52,49.7,47,100,83.8,64,10,5.2,0,30.1,30.1,30.0,0.02
1292,15.0,15,61,53.5,43,51,46.5,41,93,77.8,64,12,7.6,0,30.0,29.9,29.9,0.00
1293,16.0,16,61,55.2,50,51,49.4,47,93,81.3,64,13,6.6,0,30.1,30.0,30.0,0.06
1294,17.0,17,62,55.7,50,55,51.3,49,96,85.7,64,9,4.0,0,30.1,30.0,30.0,0.01
1295,18.0,18,63,57.3,53,56,52.8,50,96,85.3,70,15,7.1,0,30.3,30.2,30.1,0.17
1296,19.0,19,61,56.1,50,54,51.6,48,96,85.1,72,20,6.4,0,30.2,30.1,30.1,0.01
1297,20.0,20,62,56.2,52,55,52.0,50,97,86.4,75,17,8.3,0,30.2,30.1,30.1,0.00
1298,21.0,21,61,55.6,50,54,51.8,49,100,87.6,72,18,7.9,0,30.1,30.1,30.0,0.00
1299,22.0,22,61,55.1,0,54,50.8,0,97,83.2,0,12,3.9,0,30.1,30.1,30.0,0.00
1300,23.0,23,64,57.5,52,57,54.3,51,100,89.3,72,9,4.3,0,30.2,30.1,30.1,0.00
1301,24.0,24,63,57.9,53,54,51.6,50,93,79.9,70,23,13.2,3,30.2,30.1,30.1,0.00
1302,25.0,25,61,54.4,49,54,50.5,48,97,87.0,72,14,5.4,0,30.1,30.0,30.0,0.00
1303,26.0,26,59,54.9,53,54,52.4,51,100,91.6,81,15,4.6,0,30.1,30.1,30.0,0.00
1304,27.0,27,60,55.5,53,55,52.7,50,100,90.7,80,17,6.4,0,30.1,30.1,30.1,0.00
1305,28.0,28,60,55.7,53,54,52.4,51,97,89.0,72,21,7.8,0,30.1,30.1,30.0,0.00
1306,29.0,29,62,56.1,53,53,52.3,51,100,87.8,72,17,7.3,0,30.0,30.0,30.0,0.00
1307,30.0,30,62,54.7,49,52,50.0,48,97,84.9,70,30,13.5,0,30.0,29.9,29.9,0.00
1308,1.0,1,61,55.0,51,52,51.0,48,97,86.7,70,20,9.9,0,29.9,29.9,29.9,0.00
1309,2.0,2,60,54.8,52,54,52.0,51,100,90.5,78,20,7.6,0,30.0,29.9,29.9,0.00
1310,3.0,3,59,55.7,53,54,52.3,50,97,88.5,78,17,5.6,0,30.0,30.0,29.9,0.00
1311,4.0,4,62,54.2,47,54,49.2,45,100,84.1,64,24,8.0,0,30.0,30.0,29.9,0.00
1312,5.0,5,61,55.0,49,52,49.5,47,93,82.1,67,16,7.9,0,30.0,30.0,29.9,0.00
1313,6.0,6,61,54.7,50,53,50.9,49,96,87.1,75,12,4.7,0,30.0,30.0,30.0,0.00
1314,7.0,7,62,56.9,51,56,53.2,50,100,87.6,75,7,3.7,0,30.0,30.0,29.9,0.00
1315,8.0,8,59,57.4,56,58,56.2,54,100,96.2,87,13,8.5,0,30.0,30.0,29.9,0.10
1316,9.0,9,64,58.5,56,58,56.1,53,100,92.2,67,9,5.2,0,30.1,30.0,30.0,0.72
1317,10.0,10,61,57.4,54,58,54.9,53,97,91.6,81,12,7.2,0,30.2,30.1,30.1,0.16
1318,11.0,11,63,56.2,50,57,53.8,49,100,91.7,80,9,4.6,0,30.1,30.0,30.0,0.04
1319,12.0,12,65,59.3,55,59,56.0,53,97,88.9,72,13,5.6,0,30.1,30.0,30.0,0.00
1320,13.0,13,62,57.4,55,57,54.5,53,100,90.8,75,14,5.3,0,30.1,30.1,30.0,0.00
1321,14.0,14,63,56.0,52,55,53.2,51,100,90.5,72,16,4.8,0,30.0,30.0,29.9,0.00
1322,15.0,15,62,54.7,51,52,50.3,48,100,86.0,65,30,12.0,0,30.0,29.9,29.9,0.00
1323,16.0,16,60,55.0,50,53,50.4,48,96,84.8,72,25,12.4,0,29.9,29.9,29.9,0.00
1324,17.0,17,59,54.7,52,55,52.9,51,100,94.1,83,10,6.0,0,30.0,29.9,29.9,0.00
1325,18.0,18,64,57.4,55,58,55.7,54,100,94.5,78,9,5.9,0,30.1,30.0,29.9,0.00
1326,19.0,19,64,58.5,54,58,55.4,53,97,89.9,78,9,3.3,0,30.1,30.1,30.1,0.01
1327,20.0,20,63,57.1,52,57,54.1,51,100,90.2,75,8,3.1,0,30.1,30.1,30.0,0.00
1328,21.0,21,62,58.3,55,58,56.4,54,100,93.4,80,10,4.7,0,30.2,30.1,30.0,0.00
1329,22.0,22,65,58.0,53,56,54.1,52,100,87.7,68,20,6.8,0,30.2,30.1,30.1,0.00
1330,23.0,23,63,55.7,51,55,52.7,50,100,90.0,70,20,6.8,0,30.1,30.1,29.9,0.00
1331,24.0,24,61,55.5,53,54,53.1,52,100,92.4,78,20,7.3,0,29.9,29.9,29.9,0.00
1332,25.0,25,62,57.6,55,55,54.4,53,100,89.2,78,15,6.8,0,30.0,30.0,29.9,0.00
1333,26.0,26,63,56.3,53,55,53.8,52,100,91.9,75,15,5.9,0,30.0,29.9,29.9,0.00
1334,27.0,27,62,56.4,54,54,53.0,52,100,88.9,75,13,7.0,0,29.9,29.9,29.8,0.00
1335,28.0,28,60,55.9,53,54,52.9,52,100,90.2,75,12,6.3,0,29.9,29.9,29.8,0.00
1336,29.0,29,63,56.0,52,54,52.8,51,100,89.4,72,13,4.8,0,29.8,29.8,29.7,0.00
1337,30.0,30,64,57.0,52,54,52.6,51,100,86.0,67,17,8.1,0,29.8,29.8,29.7,0.00
1338,31.0,31,64,55.8,49,53,50.8,47,93,83.8,63,16,7.8,0,29.9,29.8,29.8,0.00
1339,1.0,1,62,54.7,48,54,50.8,46,100,87.2,70,14,5.0,0,30.0,29.9,29.9,0.00
1340,2.0,2,64,56.8,53,53,52.1,51,97,85.0,65,20,7.4,0,30.1,30.0,30.0,0.00
1341,3.0,3,63,57.2,48,54,51.2,47,96,81.1,67,20,7.8,0,30.0,29.9,29.8,0.00
1342,4.0,4,57,53.1,50,52,51.3,49,100,93.7,83,14,5.7,0,29.9,29.8,29.8,0.00
1343,5.0,5,59,53.3,50,52,51.1,50,100,92.8,78,20,8.8,0,29.9,29.9,29.8,0.00
1344,6.0,6,60,55.9,54,52,50.8,49,93,83.3,69,13,6.1,0,29.9,29.9,29.9,0.00
1345,7.0,7,64,57.2,50,56,53.5,48,100,87.9,67,12,6.7,0,30.0,29.9,29.9,0.00
1346,8.0,8,64,57.4,53,57,54.9,53,100,91.7,72,21,8.4,0,29.9,29.9,29.9,0.00
1347,9.0,9,63,56.8,54,55,53.3,51,100,88.6,72,26,9.8,0,29.9,29.9,29.9,0.00
1348,10.0,10,64,55.3,49,55,51.9,48,100,88.7,70,17,5.5,0,29.9,29.9,29.8,0.00
1349,11.0,11,58,53.6,50,52,51.0,48,100,91.3,78,13,6.9,0,30.0,29.9,29.9,0.00
1350,12.0,12,58,53.5,51,52,51.5,50,100,93.2,77,12,5.3,0,30.0,30.0,30.0,0.00
1351,13.0,13,59,53.8,50,54,52.1,50,100,94.2,83,8,5.0,0,30.0,29.9,29.9,0.00
1352,14.0,14,58,54.2,52,54,52.7,52,100,94.8,83,10,4.9,0,29.9,29.9,29.9,0.00
1353,15.0,15,61,55.9,52,54,52.8,52,100,89.8,75,16,7.1,0,29.9,29.9,29.9,0.00
1354,16.0,16,58,55.3,53,54,53.0,51,100,92.2,81,15,5.2,0,29.9,29.9,29.8,0.00
1355,17.0,17,64,56.7,49,54,51.3,48,97,82.8,65,26,11.8,0,29.9,29.8,29.8,0.00
1356,18.0,18,59,55.0,51,53,51.5,48,100,88.5,78,10,7.4,0,29.8,29.8,29.8,0.00
1357,19.0,19,59,53.4,50,53,51.6,50,100,94.2,78,14,7.0,0,29.9,29.9,29.8,0.00
1358,20.0,20,60,52.8,50,53,51.1,49,100,94.4,75,8,4.3,0,29.9,29.9,29.9,0.00
1359,21.0,21,60,54.2,50,54,52.2,50,100,93.4,78,12,5.6,0,29.9,29.9,29.9,0.00
1360,22.0,22,57,53.6,52,54,52.1,51,100,94.9,83,18,6.4,0,29.9,29.9,29.9,0.00
1361,23.0,23,55,52.2,50,52,51.0,50,100,96.0,86,12,6.6,0,30.1,30.0,29.9,0.00
1362,24.0,24,54,52.3,51,53,51.2,50,100,95.8,86,14,7.0,0,30.1,30.0,29.9,0.00
1363,25.0,25,56,53.2,51,53,51.7,51,100,94.8,84,12,5.8,0,29.9,29.9,29.8,0.00
1364,26.0,26,61,54.8,52,55,52.7,51,100,93.0,78,10,6.5,0,29.9,29.9,29.8,0.00
1365,27.0,27,62,57.3,55,54,53.2,52,96,86.5,72,9,4.2,0,30.0,30.0,29.9,0.00
1366,28.0,28,60,55.6,53,54,52.3,50,100,89.5,75,10,4.7,0,30.1,30.1,30.0,0.00
1367,29.0,29,61,56.5,53,54,52.0,51,97,85.4,70,10,4.0,0,30.1,30.1,30.0,0.00
1368,30.0,30,66,59.3,54,56,53.9,51,93,82.8,68,9,3.0,0,30.1,30.0,30.0,0.00
1369,31.0,31,66,58.8,52,59,55.7,50,97,89.8,70,12,5.7,0,30.0,30.0,29.9,0.00
1370,1.0,1,66,58.6,57,59,56.2,54,100,92.1,73,10,3.0,0,30.0,30.0,30.0,0.00
1371,2.0,2,66,58.1,54,58,55.1,52,100,90.3,73,21,6.7,0,30.0,30.0,29.9,0.00
1372,3.0,3,65,55.4,48,54,50.6,46,100,85.0,63,29,9.8,0,29.9,29.9,29.8,0.00
1373,4.0,4,62,57.2,54,52,50.0,48,83,77.0,67,24,15.9,8,29.9,29.9,29.8,0.00
1374,5.0,5,62,54.2,46,52,48.7,44,93,82.3,65,22,9.1,0,29.9,29.9,29.9,0.00
1375,6.0,6,63,57.4,50,57,53.6,48,97,87.7,70,20,9.8,0,30.0,30.0,29.9,0.00
1376,7.0,7,64,56.7,52,55,52.3,49,97,86.0,70,16,8.5,0,30.0,30.0,30.0,0.00
1377,8.0,8,62,53.3,47,55,50.3,45,100,90.1,72,18,5.0,0,30.1,30.0,30.0,0.00
1378,9.0,9,72,53.4,46,54,50.1,45,100,89.6,46,16,7.0,0,30.0,29.9,29.9,0.00
1379,10.0,10,57,53.2,48,53,51.1,48,100,93.0,81,12,5.8,0,30.0,30.0,29.9,0.00
1380,11.0,11,59,54.3,48,53,51.1,47,100,89.7,78,14,7.0,0,30.0,30.0,29.9,0.00
1381,12.0,12,71,57.6,44,52,47.6,42,100,72.7,35,23,8.8,0,29.9,29.8,29.7,0.00
1382,13.0,13,67,55.6,52,53,50.8,38,97,85.4,34,21,12.1,0,30.0,29.8,29.7,0.00
1383,14.0,14,62,56.3,46,53,51.5,45,97,84.7,72,10,5.9,0,30.1,30.1,30.0,0.00
1384,15.0,15,55,52.6,51,52,51.0,49,100,94.3,83,10,5.7,0,30.1,30.1,30.0,0.00
1385,16.0,16,57,53.2,51,53,51.4,48,100,93.5,81,14,4.9,0,30.0,30.0,29.9,0.00
1386,17.0,17,64,58.6,53,60,55.6,51,97,90.1,78,10,3.9,0,30.1,30.1,30.0,0.00
1387,18.0,18,67,58.8,55,60,57.0,54,100,94.2,78,12,4.0,0,30.1,30.0,30.0,0.00
1388,19.0,19,65,57.5,53,57,54.4,51,100,90.3,61,21,6.2,0,30.0,30.0,29.9,0.00
1389,20.0,20,63,56.1,52,55,52.3,50,100,87.8,67,23,7.3,0,30.0,30.0,29.9,0.00
1390,21.0,21,60,54.5,46,53,50.5,45,100,86.8,72,10,4.6,0,30.0,30.0,29.9,0.00
1391,22.0,22,63,54.1,48,55,50.6,46,97,88.3,72,9,3.4,0,30.1,30.1,30.0,0.00
1392,23.0,23,66,58.5,52,55,52.0,47,93,79.7,50,12,5.4,0,30.2,30.1,30.1,0.00
1393,24.0,24,61,56.5,52,57,53.3,51,97,89.4,78,13,7.2,0,30.2,30.2,30.1,0.00
1394,25.0,25,71,57.3,49,59,52.3,49,100,84.8,54,14,4.5,0,30.2,30.1,29.9,0.00
1395,26.0,26,66,58.2,52,56,53.9,49,100,86.0,65,12,6.2,0,30.0,29.9,29.9,0.00
1396,27.0,27,63,56.4,53,56,53.4,51,100,90.6,72,18,6.0,0,30.0,29.9,29.8,0.00
1397,28.0,28,55,54.3,53,54,52.3,50,100,93.1,86,15,6.1,0,29.9,29.9,29.9,0.00
1398,29.0,29,56,53.7,53,52,50.8,49,96,89.7,84,12,5.7,0,30.1,30.0,29.9,0.00
1399,30.0,30,60,55.5,53,50,48.3,46,89,77.4,62,14,9.8,3,30.1,30.1,30.0,0.00
1400,1.0,1,60,56.7,54,54,51.5,49,93,82.8,74,17,14.2,12,30.1,30.0,29.9,0.08
1401,2.0,2,58,54.7,50,53,51.5,47,100,89.3,80,21,11.6,6,30.0,29.9,29.9,0.59
1402,3.0,3,61,55.8,53,55,51.1,44,100,85.3,57,23,14.1,5,30.0,29.9,29.9,0.08
1403,4.0,4,61,56.0,54,55,54.0,53,100,92.6,80,14,9.3,6,30.0,30.0,30.0,0.08
1404,5.0,5,61,55.4,51,56,53.3,51,100,92.8,81,13,6.3,0,30.2,30.1,30.0,0.13
1405,6.0,6,61,52.9,47,54,50.3,47,100,91.6,64,8,2.6,0,30.2,30.1,30.1,0.14
1406,7.0,7,66,57.6,50,57,54.1,48,100,88.7,56,9,5.4,0,30.1,30.0,30.0,0.00
1407,8.0,8,60,56.6,52,57,55.3,52,100,95.5,88,8,4.4,0,30.0,29.9,29.9,0.00
1408,9.0,9,61,54.0,48,56,52.8,48,100,95.8,81,12,3.9,0,29.9,29.9,29.9,0.00
1409,10.0,10,61,55.8,49,56,53.8,49,100,93.3,78,9,3.9,0,30.0,29.9,29.9,0.00
1410,11.0,11,59,56.1,54,57,55.4,53,100,97.7,90,8,3.5,0,30.1,30.0,29.9,0.02
1411,12.0,12,60,54.2,47,52,49.8,45,97,85.4,72,14,7.0,0,30.1,30.0,29.9,0.01
1412,13.0,13,61,57.9,55,61,56.6,52,100,95.7,81,35,19.6,10,29.9,29.7,29.5,0.26
1413,14.0,14,61,58.1,56,58,55.4,53,100,91.0,75,24,17.9,9,29.8,29.7,29.6,5.05
1414,15.0,15,60,57.5,56,59,54.7,51,100,90.5,72,49,25.0,14,29.7,29.5,29.4,0.19
1415,16.0,16,58,55.8,50,56,54.0,49,100,94.0,84,31,20.9,6,29.6,29.5,29.4,0.00
1416,17.0,17,60,56.0,54,56,53.9,51,100,93.0,78,22,13.8,7,30.0,29.9,29.6,2.80
1417,18.0,18,60,54.6,49,54,50.8,48,100,87.5,69,18,6.8,0,30.2,30.1,30.0,0.32
1418,19.0,19,62,55.3,47,54,48.2,44,90,77.9,53,7,3.2,0,30.2,30.2,30.2,0.00
1419,20.0,20,65,58.8,52,60,53.8,48,100,84.1,63,9,4.2,0,30.2,30.1,30.1,0.00
1420,21.0,21,59,55.8,49,59,55.4,48,100,98.6,83,9,2.8,0,30.1,30.0,30.0,0.00
1421,22.0,22,58,52.1,47,52,47.8,44,93,85.3,67,12,7.2,3,29.9,29.9,29.8,0.05
1422,23.0,23,62,56.1,51,52,47.0,42,81,72.0,56,18,9.3,5,29.9,29.8,29.6,0.00
1423,24.0,24,63,55.9,53,55,52.2,46,100,88.7,54,32,21.3,13,29.8,29.7,29.5,0.00
1424,25.0,25,64,58.0,55,56,51.0,46,100,78.8,58,28,11.5,0,29.9,29.9,29.7,1.26
1425,26.0,26,64,59.3,57,59,57.2,54,100,93.2,70,29,15.6,0,29.9,29.8,29.7,0.91
1426,27.0,27,59,55.6,53,57,53.9,50,100,94.1,75,16,6.8,0,29.9,29.9,29.8,2.94
1427,28.0,28,60,55.2,50,55,50.7,46,97,85.3,67,13,6.9,0,29.9,29.8,29.8,0.65
1428,29.0,29,60,55.1,51,55,52.4,50,100,91.0,72,14,4.3,0,29.9,29.8,29.7,0.74
1429,30.0,30,58,56.1,53,55,52.8,50,93,88.8,80,25,16.2,5,29.9,29.6,29.5,0.34
1430,31.0,31,60,54.6,50,53,50.3,47,94,85.7,62,21,13.3,5,29.9,29.9,29.8,0.99
1431,1.0,1,60,52.9,49,52,49.5,46,97,88.7,69,15,7.0,3,30.1,30.0,29.9,0.83
1432,2.0,2,62,55.5,48,53,48.5,45,93,78.0,56,16,9.6,5,30.2,30.1,30.0,0.00
1433,3.0,3,61,55.5,50,56,53.1,49,100,91.8,75,9,3.5,0,30.2,30.1,30.1,0.00
1434,4.0,4,64,55.9,49,57,52.8,48,100,89.7,67,15,8.3,0,30.1,30.1,30.0,0.00
1435,5.0,5,62,57.6,53,58,54.9,51,100,91.3,67,26,13.3,5,30.0,29.9,29.9,0.00
1436,6.0,6,59,55.3,51,53,52.0,50,100,89.1,78,12,5.1,0,30.1,30.0,30.0,1.32
1437,7.0,7,67,58.3,53,56,53.1,50,97,83.5,57,15,5.9,0,30.1,30.0,30.0,0.00
1438,8.0,8,66,60.6,52,57,54.8,51,97,81.9,70,16,9.7,3,30.1,30.1,30.0,0.00
1439,9.0,9,62,59.1,57,60,57.8,53,100,95.4,75,10,4.1,0,30.1,30.1,30.0,0.04
1440,10.0,10,59,55.6,54,57,54.8,53,100,97.3,87,8,3.5,0,30.0,30.0,30.0,0.08
1441,11.0,11,62,56.6,53,58,54.8,49,100,94.1,62,28,10.9,0,30.0,29.9,29.8,0.00
1442,12.0,12,60,56.7,52,57,55.2,51,100,94.6,83,22,8.0,0,30.2,30.1,30.0,0.98
1443,13.0,13,60,56.0,51,56,53.9,51,100,92.8,86,14,6.4,0,30.2,30.1,30.1,0.31
1444,14.0,14,60,57.3,53,57,54.9,52,100,91.9,80,31,15.4,0,30.1,30.0,29.9,0.00
1445,15.0,15,59,54.2,46,57,51.2,44,100,90.0,67,26,11.8,5,30.1,30.0,30.0,1.03
1446,16.0,16,51,46.5,43,45,43.8,42,97,90.9,74,10,6.1,3,30.1,30.1,30.0,0.34
1447,17.0,17,55,47.5,42,43,41.3,39,93,79.8,62,8,5.8,3,30.1,30.1,30.0,0.41
1448,18.0,18,60,53.3,43,49,40.7,34,92,64.2,41,29,15.0,5,29.9,29.8,29.6,0.00
1449,19.0,19,60,55.0,51,53,49.6,48,93,82.3,67,28,21.4,14,29.7,29.7,29.6,0.35
1450,20.0,20,57,54.1,50,54,52.3,49,100,93.7,83,24,14.1,3,29.9,29.8,29.7,1.90
1451,21.0,21,56,51.5,45,52,49.1,43,100,92.0,72,8,4.3,0,30.1,30.0,29.9,1.68
1452,22.0,22,56,48.4,43,50,44.5,40,97,87.2,60,22,10.4,0,30.1,30.0,29.9,0.07
1453,23.0,23,53,49.7,45,45,43.4,39,96,79.4,63,23,12.8,0,30.3,30.1,30.0,1.48
1454,24.0,24,55,53.4,51,50,44.9,40,93,73.5,61,32,23.1,14,30.2,30.0,29.9,0.43
1455,25.0,25,59,54.5,52,49,46.9,36,89,77.0,44,29,22.1,16,29.9,29.8,29.6,0.79
1456,26.0,26,58,51.6,47,49,45.1,38,93,79.3,47,35,23.6,0,29.7,29.6,29.5,0.49
1457,27.0,27,54,47.8,43,52,44.9,40,100,90.1,77,33,12.4,0,30.0,29.9,29.8,0.58
1458,28.0,28,53,48.7,41,51,45.0,41,100,87.2,77,20,7.3,3,30.2,30.1,29.9,0.34
1459,29.0,29,54,47.0,40,45,42.1,39,100,83.7,64,14,6.7,0,30.2,30.1,30.0,0.21
1460,30.0,30,54,47.2,41,46,42.2,37,100,83.4,62,17,7.7,0,30.2,30.2,30.1,0.31
1461,1.0,1,54,45.2,37,43,37.9,35,93,76.6,59,18,8.6,5,30.3,30.3,30.2,0.12
1462,2.0,2,54,47.2,41,42,38.0,34,80,71.1,53,8,4.8,0,30.3,30.3,30.3,0.00
1463,3.0,3,56,49.3,44,48,44.0,39,93,82.4,72,14,5.3,0,30.4,30.3,30.2,0.00
1464,4.0,4,52,43.4,0,50,40.4,0,97,79.7,0,18,10.9,0,30.3,30.1,30.1,0.00
1465,5.0,5,49,43.3,35,41,37.1,32,97,79.9,52,13,5.8,0,30.2,30.1,30.0,0.06
1466,6.0,6,49,43.6,38,42,39.1,32,96,84.2,66,12,5.6,0,30.2,30.1,30.0,0.13
1467,7.0,7,47,41.8,38,39,31.5,28,89,67.6,53,14,6.5,0,30.1,30.0,29.8,0.18
1468,8.0,8,54,51.5,42,54,50.5,40,100,96.3,89,26,15.9,5,30.0,29.9,29.8,0.15
1469,9.0,9,54,52.4,51,53,51.1,50,100,95.5,86,18,11.9,5,30.1,30.0,29.9,0.42
1470,10.0,10,54,49.6,44,51,47.7,40,100,93.2,74,12,4.0,0,30.1,30.0,29.9,3.15
1471,11.0,11,50,47.6,46,45,43.6,42,93,86.4,80,13,8.9,3,30.2,30.1,30.1,0.13
1472,12.0,12,51,46.5,44,46,41.9,38,96,84.6,68,8,5.9,3,30.2,30.1,30.1,0.32
1473,13.0,13,49,44.4,39,42,38.8,35,93,81.4,68,7,4.5,0,30.1,30.0,29.9,0.03
1474,14.0,14,56,51.4,44,55,50.5,42,100,96.5,93,31,17.1,0,29.9,29.7,29.6,0.82
1475,15.0,15,50,48.1,44,48,41.8,32,97,79.7,63,20,11.9,0,29.8,29.7,29.7,5.67
1476,16.0,16,48,42.1,36,35,31.0,27,79,65.2,50,20,8.4,0,30.2,30.0,29.7,0.00
1477,17.0,17,49,40.5,30,31,26.6,23,82,59.3,42,10,6.9,0,30.4,30.3,30.2,0.00
1478,18.0,18,51,42.0,37,37,27.6,23,76,57.7,38,10,6.8,0,30.4,30.4,30.3,0.00
1479,19.0,19,50,44.3,36,39,35.2,28,80,70.8,57,9,4.6,0,30.4,30.4,30.3,0.00
1480,20.0,20,52,49.0,45,50,45.8,38,100,89.1,71,9,5.4,0,30.4,30.3,30.2,0.00
1481,21.0,21,65,52.6,40,38,29.4,19,73,44.2,22,14,7.8,0,30.2,30.1,30.0,0.06
1482,22.0,22,53,48.3,42,47,36.8,23,90,67.5,32,24,9.6,0,30.0,29.9,29.7,0.00
1483,23.0,23,51,46.1,37,49,43.6,36,97,90.8,82,28,10.9,0,29.8,29.7,29.6,0.54
1484,24.0,24,47,39.4,34,40,35.9,33,100,88.0,71,8,4.8,0,30.0,29.9,29.8,1.47
1485,25.0,25,49,39.4,35,34,31.5,27,92,74.6,43,8,5.8,0,30.2,30.0,29.9,0.00
1486,26.0,26,49,41.2,35,35,30.8,27,79,67.3,52,8,5.7,0,30.3,30.3,30.2,0.00
1487,27.0,27,50,47.6,42,47,41.9,29,97,82.5,46,23,12.9,0,30.4,30.3,30.3,0.00
1488,28.0,28,55,45.7,40,43,40.2,36,96,82.0,51,9,5.3,0,30.4,30.3,30.2,0.01
1489,29.0,29,54,45.8,38,46,39.5,33,97,80.0,57,12,5.4,0,30.2,30.1,30.1,0.00
1490,30.0,30,52,44.8,35,42,35.2,28,96,71.5,46,17,9.2,0,30.1,30.0,29.9,0.00
1491,31.0,31,51,45.4,35,40,33.4,29,85,63.7,48,17,8.7,0,30.0,29.9,29.9,0.00
1492,1.0,1,46,41.1,36,39,34.8,31,93,78.6,63,24,11.1,0,30.0,29.9,29.8,0.00
1493,2.0,2,42,38.7,35,37,34.2,32,96,84.2,73,29,11.5,0,29.9,29.8,29.7,0.36
1494,3.0,3,41,39.3,38,38,36.7,35,96,90.9,86,18,7.2,0,30.0,29.9,29.6,0.65
1495,4.0,4,47,41.5,37,42,36.2,29,97,82.3,53,16,7.3,0,30.0,29.9,29.7,0.84
1496,5.0,5,46,38.2,32,31,27.9,25,82,67.3,46,8,6.4,0,30.1,30.1,30.0,0.02
1497,6.0,6,49,40.1,32,32,26.0,23,73,58.1,39,15,7.4,3,30.1,30.0,29.9,0.00
1498,7.0,7,56,49.4,39,51,46.4,34,100,90.0,69,37,18.1,3,29.8,29.7,29.5,0.32
1499,8.0,8,60,51.5,46,55,49.3,44,100,92.7,64,43,17.3,0,29.7,29.6,29.4,0.71
1500,9.0,9,51,48.2,45,48,44.1,39,93,86.0,71,33,20.6,9,29.8,29.8,29.7,0.00
1501,10.0,10,55,50.9,46,54,48.7,42,97,92.4,77,37,22.7,13,29.7,29.5,29.3,0.96
1502,11.0,11,49,44.7,39,43,40.2,37,93,84.5,74,13,6.3,0,29.9,29.8,29.6,1.12
1503,12.0,12,50,42.5,36,41,36.1,32,97,79.2,65,12,6.8,3,30.1,30.0,29.9,0.16
1504,13.0,13,52,44.1,38,41,34.5,31,83,69.4,49,12,6.8,3,30.2,30.2,30.1,0.00
1505,14.0,14,51,43.9,39,40,34.3,30,89,69.6,50,7,4.1,0,30.2,30.2,30.1,0.00
1506,15.0,15,50,42.6,36,44,38.7,33,100,86.3,71,9,3.6,0,30.2,30.1,30.1,0.00
1507,16.0,16,54,44.4,36,45,39.5,33,100,84.4,57,15,4.5,0,30.1,30.1,30.0,0.00
1508,17.0,17,54,48.3,41,49,43.5,37,97,84.0,71,35,14.6,0,30.0,29.9,29.7,0.00
1509,18.0,18,58,51.5,49,51,48.5,46,97,89.8,65,35,21.3,12,29.7,29.5,29.4,0.45
